Genes,LB-Log2FC,LB-Padj,M_Log2FC,S_Log2FC,GB_log2FC,H-Control-1 Counts,H-Control-2 Counts,H-Control-3 Counts,H-Lung_Brain-1 Counts,H-Lung_Brain-2 Counts,H-Lung_Brain-3 Counts,H-Lung_Brain-4 Counts,H-Lung_Brain-5 Counts,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,rMSG,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,Control-H.Brain,H-Lung-Brain,H-LB-Regulated,HLB-UP,HLB-DOWN,MusGeneID,Homo_ID
Ms4a4c,#N/A,#N/A,6.417517156,3.254710994,5.241037515,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.545973057,17.45322786,10.88320067,5.47368959,571.6704476,607.7744434,869.614409,965.3968746,3.019356359,6.171066415,14.66462587,64.05256153,100.4023488,60.4939749,14.50723786,7.146867191,0,270.0533966,207.1621748,356.7820279,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,ENSMUSG00000024675,#N/A
Ms4a6b,#N/A,#N/A,3.307137787,0.701511001,1.475896081,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,88.12046423,142.2438071,206.055266,225.3335548,1507.986654,1374.23955,1881.665661,1782.766228,133.8581319,187.7767352,234.634014,309.7814794,272.520661,322.0140818,129.7117738,165.9661381,110.584964,406.3910337,236.6292083,491.4353002,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000024677,#N/A
Ms4a6d,#N/A,#N/A,4.257756754,2.119359006,2.950292283,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.70385491,127.4085634,140.756062,129.543987,1885.571456,1630.087761,2652.573837,2692.813682,69.44519626,133.1187184,231.4915942,617.2337747,533.5667678,733.373111,40.10824585,51.61626305,27.05802311,419.5004218,244.6656719,267.3408033,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000024679,#N/A
Fam111a,-0.271761959,0.927161809,0.778889306,1.48214602,2.198472905,988.6470552,630.1013516,272.6593407,430.8015764,570.6099526,639.6754008,621.1210786,347.8715131,197.1115647,274.0156774,255.3924424,181.5440381,371.7034186,338.971892,441.0544345,408.041079,219.4065621,252.1321421,204.257289,698.7552167,657.8744377,535.1390087,141.6589109,171.5248126,139.9958587,734.1257382,622.3794647,729.2899854,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000024691,ENSG00000166801
Ccdc86,1.334721341,0.53051314,1.22288888,1.046959548,1.078101277,130.6320433,58.80945948,6.782570665,172.045358,218.658932,222.5277226,129.5119831,80.90035189,204.84143,209.4387343,182.8377713,199.78967,481.0971462,408.0617044,451.0500024,520.0271165,171.0968604,235.3821047,181.2128769,415.7593539,421.6898649,379.716027,63.14915304,59.55722659,83.5269409,141.5813924,143.7634058,147.43059,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,ENSMUSG00000024732,ENSG00000110104
Slc15a3,-1.551536321,0.497510191,5.533522415,1.772668414,2.173355434,494.3235276,1374.321059,488.3450879,66.06541746,259.8446897,713.1168934,274.3508281,25.8881126,64.15788185,76.79420259,60.22037704,66.59655668,2727.785531,2344.735508,3329.773563,3981.296711,40.25808479,66.11856873,81.70291558,244.5643258,214.1916774,184.2739543,29.01447572,47.64578127,14.11722945,116.6735548,128.5834188,171.0194845,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000024737,ENSG00000110446
Cdc42bpg,2.641457773,NA,-0.444575824,-0.503097436,-0.751773723,1.484455038,16.80270271,0,1.376362864,10.48364742,0.734414926,1.149514643,181.2167882,453.7430921,418.8774687,446.2112275,378.5968633,317.5946931,330.3356655,312.3614975,287.0446707,548.5164052,540.4091018,556.2083099,366.8464887,347.1052629,445.7940612,414.7363294,452.6349221,485.8679802,242.5236814,292.884454,266.3579327,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000024769,ENSG00000171219
Ak3,-0.768598212,0.681653443,-0.981069077,-0.666293807,-0.874876087,3455.811328,1610.25901,4153.646275,1531.891867,1141.968737,1930.776841,2726.265561,1687.58134,5232.34581,6772.725071,4781.352828,6071.234037,2837.179258,2951.430423,2936.198076,2853.713161,4322.711854,3539.547379,4079.908413,2198.749748,2226.063504,3098.222191,1755.375781,2117.854978,1459.956812,814.0930061,1117.068451,975.9905061,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000024782,ENSG00000147853
Pola2,-0.033207054,0.992954624,1.664398022,0.866395292,1.786293063,135.0854084,37.10596848,75.96479145,42.66724878,73.38553196,75.6447374,60.15793297,152.0926616,272.091258,352.5552028,253.2158023,322.9476858,959.8417391,897.0880327,704.6875383,1242.143979,308.9808008,327.06652,336.2389218,713.894913,611.9762211,448.5860908,96.43046343,134.2022839,102.3499135,384.1050737,390.2149585,377.4223105,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000024833,ENSG00000014138
Pcx,#N/A,#N/A,-0.413542902,-0.452629918,-1.223234756,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,938.4056454,843.8635671,808.9845831,880.3517424,768.1086466,648.7965195,584.7407233,603.6948456,912.8520726,1101.976146,899.7795447,732.5283855,702.8164415,696.1460496,409.6161278,365.2843231,361.1657867,145.5142088,186.6245454,153.3278136,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000024892,#N/A
Apba1,1.936870285,0.569230126,-0.643136207,-0.625778535,-2.020950184,11.8756403,8.401351354,0,0,38.1904299,11.01622389,17.62589119,63.10227447,1112.327614,922.4030924,1007.784382,815.5797489,604.6061935,634.7626513,635.9680089,595.9716706,769.9358716,719.3700278,835.8836748,492.6224277,443.6827603,569.5740406,1445.603585,1639.808972,1494.07345,288.40654,381.2855544,456.0519585,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000024897,ENSG00000107282
Ctsw,0.447461987,0.934149063,-1.040459708,2.242722123,1.54769408,11.8756403,0,54.26056532,56.43087742,38.93926185,25.70452242,4.598058571,24.27010557,40.968286,68.94025005,47.16053624,67.50883828,21.17297954,26.98820796,31.23614975,29.60550415,17.10968604,29.09217024,29.32925175,95.49654628,160.643758,101.4437425,15.36060479,19.85240886,21.17584417,53.74849155,55.36230533,55.04075362,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000024910,ENSG00000172543
Lrp5,0.141540233,0.970747704,-1.508000735,-0.312923107,-0.606729015,663.5514019,1129.981757,113.9471872,1066.681219,385.6484587,536.8573111,395.4330371,1124.514891,2923.43505,3053.442214,3759.057511,3160.143457,1219.798877,1310.547379,904.5988967,1097.978045,4236.156972,3878.074451,4414.052388,3349.366672,3387.862112,3346.712827,1449.870419,1774.805352,1512.896422,778.697658,1299.228294,1030.048389,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000024913,ENSG00000162337
Smarca2,-0.607510763,0.789746156,-1.818234592,-0.699595249,-1.256908087,1309.289343,3009.08401,838.3257342,1336.448341,1040.127591,829.1544517,1445.706249,990.2203071,3773.720231,3337.057167,4178.423511,4842.390724,1117.462809,1291.115869,1169.481447,995.0023788,2932.801477,2538.953039,3219.932853,1438.271154,2143.8292,1767.354744,9162.60076,10102.49382,10289.1074,3248.506392,4676.328919,4437.66076,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000024921,ENSG00000080503
Map4k2,-2.337858213,0.117927433,-1.934927856,-0.789567438,-0.599770377,5455.372264,3032.887839,851.8908756,392.2634162,543.652002,709.4448187,1183.233739,249.1730838,3340.847775,3612.818167,2284.746594,2508.774395,805.7494992,1036.347186,667.2041586,561.2173831,3985.550394,2959.467136,3072.239121,1961.172975,1715.445845,2118.219798,1243.355621,1155.410196,1209.375989,608.2756117,929.5509653,839.3714927,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000024948,ENSG00000168067
Prdx5,-0.927167734,0.641913693,0.597319142,0.7784432,0.812902339,2971.878986,4129.264191,15734.20743,4997.573559,3729.183154,4214.807262,3980.769208,3092.011449,1981.164472,2153.728318,1818.220059,1848.282518,2658.385209,2869.386271,2837.491843,3438.100069,1178.555432,1675.885322,1476.93732,2666.915744,2386.707262,2378.809228,135.6853423,179.4657761,117.6435787,245.145559,255.3809568,262.4264503,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000024953,ENSG00000126432
Gpam,-0.086203626,0.981788882,-0.497602831,-0.351575353,-0.982897063,249.3884464,179.2288289,174.9903232,68.81814319,159.5012072,219.5900629,447.5443676,50.15821817,591.3346942,568.1025669,531.8257394,408.702156,412.873101,371.3577416,413.5666227,289.6190624,742.7616643,695.567343,801.3170567,588.118974,563.209366,603.0783959,558.1019742,427.2238388,655.2747335,229.4142932,266.9891821,331.2273923,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000024978,ENSG00000119927
Pik3ap1,2.922191647,0.463397051,2.263714566,0.886953588,2.128102309,8.906730227,0,4.069542399,35.78543446,43.43225361,0,0,82.51835893,132.9536829,229.5099464,100.8509929,110.3860734,561.0839578,564.5933106,762.1620539,864.9955996,88.56778653,146.3424321,157.1209915,200.3098288,246.7029141,277.341608,152.752681,155.6428855,139.9958587,453.5848311,679.5276509,826.5941749,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000025017,ENSG00000155629
Mxi1,-0.950166702,0.601693745,-0.788836696,-0.715321059,-0.681053387,1009.429426,2105.238627,732.5176319,495.490631,814.7291711,688.8812008,983.9845342,334.9274568,1760.863311,1823.862311,1768.882882,1969.615971,1091.584723,1130.26615,1060.779645,953.8121121,1761.291209,1712.911721,1940.967982,1014.359656,1037.490937,1244.31453,957.4776988,1065.677308,1162.318558,579.4349577,821.5051758,582.842266,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000025025,ENSG00000119950
Add3,0.515878148,0.82380183,-1.495038855,-0.402615294,-0.901245631,909.9709382,669.3076579,291.6505386,1065.304857,1017.662632,956.208234,642.9618568,776.6433781,3517.088704,4168.703475,3168.462488,3699.301881,1318.606115,1200.43549,1259.441558,1385.022716,2729.498149,2493.110832,2943.399908,1992.616959,2141.916774,2040.973645,2538.766626,2905.598561,2568.159324,1143.13865,1741.233797,1402.556347,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000025026,ENSG00000148700
Nt5c2,-0.218353466,0.942884,-0.852400529,-0.588365866,-0.892009611,299.8599176,112.0180181,120.7297578,121.119932,155.7570474,146.1485703,116.4841505,223.2849712,2384.66344,2756.737341,3478.996481,3882.670482,1573.858146,2060.81956,1610.535881,1678.503366,2920.724051,2283.294574,2835.51016,1646.733127,1663.810351,2034.45891,2613.862916,2576.048574,2308.167015,1230.97155,1451.921104,1356.361428,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000025041,ENSG00000076685
Msr1,6.275185757,0.134961682,2.670689759,1.858358855,2.031971302,0,0,0,0,68.8925402,0,1.149514643,9.708042227,57.97398962,84.64815513,71.10357771,58.38602229,395.2289514,289.3135894,417.3149606,632.0131539,92.59359501,127.8292329,168.6431976,605.5878544,327.0247932,478.3677399,104.9641328,88.14469536,103.5263493,441.7863817,374.1420312,396.0968519,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000025044,ENSG00000038945
Pdcd11,0.55411351,0.809665499,0.377937992,0.448750264,0.731639883,387.4427649,614.6988741,170.9207808,616.610563,618.5351979,590.4696007,416.1243007,631.0227447,590.5617076,708.6010512,728.4488982,696.9831411,898.6753538,878.7360513,875.861639,886.8779288,757.8584461,692.0410194,801.3170567,1045.803641,1024.103958,1001.407954,633.1982643,785.3612947,715.2729587,1304.384124,1120.640213,1120.472484,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000025047,ENSG00000148843
Afap1l2,-2.493612575,0.182673076,-1.564045023,-0.450598694,-1.118961217,6141.190492,3643.386037,339.1285333,710.2032377,393.8856103,541.2638006,1267.148308,82.51835893,3989.383473,4168.703475,3978.898165,2812.564168,1368.009734,1250.093793,1278.183248,1159.763445,3231.717756,3043.217323,2590.401413,1776.002842,2407.743945,2301.563076,1631.637576,2073.385582,1927.00182,584.6787129,1048.31204,956.3330941,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000025083,ENSG00000169129
Ablim1,-2.462771363,0.135197818,-2.88010816,-0.851701103,-0.831753225,35031.65444,30347.08132,8008.859442,4817.270023,1241.563388,3347.463234,11258.72958,1520.926616,16034.83254,19358.24768,11507.89639,18416.22863,2672.500529,3221.312503,1726.734358,1249.867154,14234.25233,13909.5837,11102.16926,6706.885488,6902.900532,8136.904962,11492.29249,12827.03842,12005.52721,5133.636412,8826.715938,6444.682526,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000025085,ENSG00000099204
Alyref,1.375923213,0.595636884,0.527376022,0.762275025,1.05373886,5.937820151,144.9233109,446.2931498,505.125171,430.5783763,781.4174815,677.4472961,187.6888164,531.8147315,538.4320795,569.5541684,635.860274,930.4348231,702.7729354,749.667594,897.1754955,499.2002514,519.2511598,596.0122945,982.9156714,961.9501226,793.8670859,238.9427412,232.6702319,249.4043869,520.4427108,520.5842582,455.0690879,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,ENSMUSG00000025134,ENSG00000183684
Kazald1,-2.291008821,0.28019493,-2.279474324,-0.844972667,-1.616375104,148.4455038,76.3122748,44.76496639,28.90362014,0.748831959,13.9538836,4.214887023,45.30419706,335.4761533,355.173187,280.7865773,242.6669052,49.40361893,79.88509558,73.71731341,46.33904998,210.348493,192.1846398,213.6845485,83.850626,125.2638828,132.1560682,94.72372956,80.99782817,30.58733047,15.73126582,26.78821226,24.57176501,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,ENSMUSG00000025213,ENSG00000107821
Nfkb2,1.648155255,0.204237052,3.162263252,0.973231797,1.137517674,160.3211441,130.220946,73.25176319,236.7344126,456.0386629,395.8496452,250.9773637,561.4484421,540.3175833,627.4435416,314.8872727,444.2811384,4056.978135,3812.894021,3858.289217,5515.634144,570.6583519,603.0013468,1009.764239,1576.857606,1618.868347,1089.822225,378.0415513,446.2821513,396.4588603,642.3600209,1059.027324,981.8877297,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000025225,ENSG00000077150
Adpgk,-0.275343223,0.932534229,0.427145668,0.628273166,0.859736684,589.32865,202.3325451,1408.06167,630.3741916,566.1169608,674.1929023,521.8796478,635.8767658,379.5363854,526.21482,459.2710683,515.4391031,631.6605563,577.5476504,764.6609459,553.4942081,387.4840661,395.8298315,369.7580667,599.7648943,650.224735,533.2776556,223.5821364,228.6997501,190.5825975,470.6270358,402.7161242,296.8269213,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000025236,ENSG00000159322
Fyco1,0.1235064,0.967471365,-0.890861284,-0.884917571,-0.731290398,267.2019068,154.0247748,158.7121536,118.3672063,262.0911856,293.7659705,241.0149034,135.9125912,2444.956389,1861.386751,2766.50961,1950.458057,1318.606115,1205.833132,1194.470366,1148.178683,3687.640567,3265.375714,2522.31565,1731.748345,1276.544149,2122.873181,4468.229261,4558.907172,4405.752023,2016.223902,3190.47608,2880.793729,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000025241,ENSG00000163820
Zfhx4,0.567217775,0.913433866,0.784816007,-0.999810949,-0.917945998,2.968910076,17.50281532,27.13028266,5.505451455,19.46963093,0,34.86861083,58.24825336,40.19529947,30.54314876,40.63061583,41.05267192,56.46127877,41.02207611,71.21842143,95.25249163,71.4581005,75.81595881,60.75345005,39.59612894,21.0366826,43.74179723,465.9383454,482.8105836,548.2190769,305.4487447,186.6245454,301.7412743,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000025255,ENSG00000091656
Atp10a,-1.875475524,0.441899682,-0.691181016,-1.121620169,-0.970733295,3745.280061,5490.28311,1205.941064,330.3270873,415.6017371,586.0631111,3367.31156,42.06818298,5881.654494,5805.816248,10319.45088,9244.149436,4280.470697,4917.251491,5475.072328,4682.81844,12172.03194,9651.547873,10289.33,4539.579724,3828.676233,6389.094426,5394.98575,4651.022349,3844.592153,2187.956888,2597.563648,2301.882946,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000025324,ENSG00000206190
Itga7,0.562540356,0.921208867,0.766615587,-0.487436069,-1.418318769,14.84455038,394.163401,33.91285333,242.239864,63.65071649,0.734414926,70.8867363,715.1591107,1256.876095,1648.457371,1213.114101,1005.334321,2064.365505,1974.457295,2126.557075,2552.509336,966.1940349,1010.29173,1283.154764,755.820226,665.5241405,902.7562408,581.1428814,795.6845473,562.3363063,154.6907806,234.8433274,334.1760041,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,ENSMUSG00000025348,ENSG00000135424
Pa2g4,0.32581246,0.917458922,0.301743914,0.779837805,0.578430247,1153.421564,1667.668244,1025.524685,1917.273469,2155.887209,1903.603489,1739.598826,318.7473864,1777.869015,2129.293799,1810.964591,2286.177685,2556.049141,2359.848904,2426.424113,2521.616636,1381.85876,1466.069064,1531.405931,2622.661247,2520.577061,2376.947875,531.6475993,667.0409378,568.2184853,976.6494196,904.5486338,759.758974,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000025364,ENSG00000170515
Adam8,10.53980522,0.00253252,3.670033695,3.099588634,3.020770437,0,0,0,0,786.2735567,87.39537622,0,661.7648784,3.091946113,10.47193672,11.60874738,24.63160315,143.5057502,119.8276434,163.6774247,198.2281583,32.20646783,21.15794199,111.0321673,584.6251979,424.5585034,397.3988812,13.65387093,8.7350599,15.29366523,91.76571728,117.8681339,91.40696583,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,ENSMUSG00000025473,ENSG00000151651
Adgra1,4.328213974,NA,-0.890339571,-0.82644777,-1.899418817,0,0,0,0,0,0,0,21.03409149,173.9219689,138.7531615,141.4816087,76.63165426,89.39702472,74.48745398,81.21398935,41.19026665,119.7678022,119.8950046,97.41501474,72.20470572,49.72306797,68.87006373,209.0748986,137.3786693,321.1669699,40.63910337,69.64935186,66.83520082,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000025475,ENSG00000197177
Inpp5a,1.733729377,0.205315208,0.3605444,-0.419217805,-0.982317448,97.9740325,133.7215091,67.82570665,651.0196346,307.0211031,254.1075645,275.8835143,174.7447601,1427.706118,1562.063894,1581.691831,1548.141872,1797.350708,1740.19965,2160.292117,2161.201803,1499.613658,1496.924396,1635.105785,1114.514571,1008.804552,1339.243537,1844.979309,2485.52159,1779.947346,739.3694935,1209.934254,1141.112767,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000025477,ENSG00000068383
Ifitm1,-0.137064045,0.979084568,3.368925516,1.493124492,1.014949903,8462.878171,10540.8955,7197.66399,10103.87978,5664.164936,14779.36598,9150.136556,12.9440563,718.1044848,1036.721735,1937.935266,856.6324208,11576.9147,12938.1469,11158.80214,11338.90809,615.9486973,1659.135285,1094.609574,3132.752555,2858.120195,3497.482426,74.24292317,75.43915368,54.11604622,176.9767405,111.6175511,126.7903074,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000025491,ENSG00000185885
Eps8l2,0.774661578,0.837000699,-1.986929629,-0.843098996,-1.214494436,259.7796316,131.6211712,27.13028266,189.9380752,89.85983505,56.54994932,57.47573214,800.9134837,2195.28174,2415.526736,1830.554353,1716.913968,412.873101,588.3429336,652.2108068,404.1794915,1643.536311,1228.923797,1458.082801,676.6279681,783.1383205,952.0820972,1026.60042,1344.405128,995.2646761,300.2049894,580.4112655,567.1163364,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000025504,ENSG00000177106
Rplp2,0.13157998,0.969227118,0.401793957,0.771283701,1.031553399,4679.002279,13030.49595,31491.4756,24713.97158,12144.55671,16715.28372,17651.18051,18607.08093,6884.218021,8513.684551,7325.119598,9342.675848,9679.58048,11422.48914,10601.54922,10656.6943,4853.112121,5128.156191,5752.723236,8705.325407,9993.380449,8154.587816,1454.990621,1714.45403,1587.011877,3473.987868,3418.175884,2832.63307,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000025508,ENSG00000177600
Cd151,0.328815853,0.90075183,-0.954964234,0.542704877,-0.587078636,1376.08982,3433.352253,3726.344324,3937.774153,2813.361669,5000.631233,3270.75233,2846.074379,9145.976603,12638.75496,8775.487473,10912.71248,4887.429444,5463.49282,5558.785209,5483.454248,5264.751038,5528.393927,5784.147434,8281.413909,8411.804402,7455.649737,1015.50665,1263.4073,779.976927,665.9569197,712.566446,659.5061728,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,ENSMUSG00000025510,ENSG00000177697
Gusb,1.335239684,0.421958181,-1.218095709,0.519963165,0.521990955,1484.455038,900.3448201,1131.332787,2502.227686,1864.591577,1913.150883,1438.042818,7069.072748,1355.818371,1666.783261,1173.209032,1329.194289,558.7314045,664.9894442,587.2396153,562.5045789,904.8004556,985.6074645,891.3997585,1333.457872,1331.048281,1326.214065,389.9886884,458.9876929,334.1077636,597.7881011,586.6618484,517.9728064,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000025534,ENSG00000169919
Tnrc6c,-0.429055252,0.886277724,-0.855635606,-0.514492674,-0.563379221,344.3935688,772.224212,138.3644416,159.6580922,339.2208773,226.9342122,427.2362755,401.2657454,776.8514609,661.4773359,1334.280402,1013.544856,552.8500213,572.1500088,446.0522184,521.3143123,1458.349121,1078.173461,1299.914336,850.1521803,885.4530949,948.3593911,1525.820076,1546.899699,1399.958587,857.3539871,1050.990861,1116.541002,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000025571,ENSG00000078687
Tma16,0.568161327,0.818424634,0.884711998,0.750265085,0.906791679,149.9299588,220.535473,531.7535402,472.0924623,372.1694835,332.6899616,346.0039075,707.0690755,118.2669388,135.2625159,110.2831001,145.9650557,236.4316049,196.474154,248.639752,258.7263624,124.8000628,115.4871,111.0321673,216.6141172,216.1041031,159.1456878,145.9257455,152.4665001,214.1113133,496.8458121,185.731605,279.1352505,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000025591,ENSG00000198498
Cct8,0.339327382,0.884583919,0.718006398,0.753026495,0.535150425,2474.586548,2208.155181,1999.501832,2850.447491,3834.019629,2767.275442,2722.050674,1915.720333,2924.208037,3373.708946,3144.519447,3969.337234,5296.773715,4731.57262,6252.227734,5779.509289,2090.401053,2207.478615,2239.497866,3647.502231,3946.290413,3423.958979,864.4607031,978.3267088,876.4446615,1565.260949,1212.613075,1166.667403,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000025613,ENSG00000156261
Arhgef9,-0.054846122,0.988739376,-0.477880902,-0.701490818,-1.971217076,152.8988689,287.7462839,69.18222079,61.93632887,86.11567525,126.3193673,75.10162332,470.840048,637.7138858,516.6155447,730.6255383,600.2812917,475.215763,433.9703841,428.5599746,447.9441498,508.2583205,439.9088773,414.7994176,252.71647,269.6520224,314.5686695,1701.613664,1395.227295,2150.524619,448.3410758,410.7525879,478.6579823,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000025656,ENSG00000131089
